Date,High,Low,Open,Close,Volume,Adj Close
2018-12-31,134.63999938964844,129.9499969482422,134.4499969482422,131.08999633789062,24625300,131.08999633789062
2019-01-02,137.50999450683594,128.55999755859375,128.99000549316406,135.67999267578125,28146200,135.67999267578125
2019-01-03,137.1699981689453,131.1199951171875,134.69000244140625,131.74000549316406,22717900,131.74000549316406
2019-01-04,138.0,133.75,134.00999450683594,137.9499969482422,29002100,137.9499969482422
2019-01-07,138.8699951171875,135.91000366210938,137.55999755859375,138.0500030517578,20089300,138.0500030517578
2019-01-08,143.13999938964844,139.5399932861328,139.88999938964844,142.52999877929688,26263800,142.52999877929688
2019-01-09,144.6999969482422,141.27000427246094,142.9499969482422,144.22999572753906,22205900,144.22999572753906
2019-01-10,144.55999755859375,140.83999633789062,143.0800018310547,144.1999969482422,16125000,144.1999969482422
2019-01-11,145.36000061035156,142.57000732421875,143.14999389648438,143.8000030517578,12908000,143.8000030517578
2019-01-14,146.57000732421875,141.27000427246094,142.0,145.38999938964844,20520300,145.38999938964844
2019-01-15,150.67999267578125,145.99000549316406,146.00999450683594,148.9499969482422,24069000,148.9499969482422
2019-01-16,149.64999389648438,147.0,149.0,147.5399932861328,18025700,147.5399932861328
2019-01-17,149.0,146.5,146.9499969482422,148.3000030517578,15787900,148.3000030517578
2019-01-18,152.42999267578125,148.5500030517578,149.75,150.0399932861328,31029600,150.0399932861328
2019-01-22,151.52999877929688,146.3699951171875,149.1999969482422,147.57000732421875,22378700,147.57000732421875
2019-01-23,148.8000030517578,143.05999755859375,148.27999877929688,144.3000030517578,20098400,144.3000030517578
2019-01-24,146.44000244140625,142.52000427246094,144.63999938964844,145.8300018310547,20955500,145.8300018310547
2019-01-25,149.8300018310547,146.5399932861328,147.47999572753906,149.00999450683594,22237200,149.00999450683594
2019-01-28,148.9600067138672,146.2100067138672,148.0500030517578,147.47000122070312,15508500,147.47000122070312
2019-01-29,148.10000610351562,143.42999267578125,148.08999633789062,144.19000244140625,17632100,144.19000244140625
2019-01-30,150.9499969482422,145.6999969482422,146.22000122070312,150.4199981689453,44613200,150.4199981689453
2019-01-31,171.67999267578125,165.0,165.60000610351562,166.69000244140625,77233600,166.69000244140625
